-1.037524448761077522e+01,7.050195875072829743e+00
-7.276340011278432662e+00,-2.592130251566128418e+00
-8.478704886443560795e+00,8.365914647935493775e+00
-7.234993561675885587e+00,-3.595630133335046885e+00
-8.282549339399036370e+00,-2.689436604380829543e+00
-8.696408052739036165e+00,-3.907282360904395180e+00
-8.739678147476571013e+00,-2.673748257146090435e+00
-8.699623002515464165e+00,7.301492697326319004e+00
-7.693790738356062420e+00,8.620159785583242140e+00
-8.483212942085479824e+00,7.439661589547777787e+00
-6.637609047577685217e+00,-2.379038619548093703e+00
-1.030420143648196429e+01,-4.032051941409055651e+00
-6.771565405914848235e+00,-3.942630437792691289e+00
-1.003340370050966435e+01,-2.430859667690104864e+00
-8.160497519298735014e+00,9.256260154524639461e+00
-9.013189950886181023e+00,-5.638015429189270122e+00
-7.183938080578031737e+00,8.268071562396441365e+00
-7.694566149110889874e+00,-5.404390964824671961e+00
-8.898981492003125382e+00,-3.450827076977421193e+00
-9.236106883113505361e+00,-1.802757456895335508e+00
-7.035124876971974750e+00,-3.359638285597399854e+00
-9.297540191757772021e+00,7.594187588040403725e+00
-8.228531986889541017e+00,7.481945830180763757e+00
-8.781704316972968272e+00,5.781530576314342085e+00
-8.219302665719965262e+00,-1.155125905237218031e+00
-8.919628732963259310e+00,-4.977246951421305354e+00
-8.747812861130713102e+00,7.369490743068850769e+00
-8.191984982733547582e+00,-3.071937755490516064e+00
-7.769127192177062824e+00,5.568094512337643742e+00
-8.520674648382126293e+00,-4.408370359862151311e+00
-7.465705475224388543e+00,-4.419328614777544573e+00
-8.122236933595578634e+00,7.941598336977031103e+00
-8.725851920557571972e+00,-1.940779153514300859e+00
-8.695046518749064646e+00,-4.456800772870003868e+00
-7.176758608088475988e+00,-1.145437208439326060e+00
-9.707738924116480206e+00,5.963918196827935780e+00
-9.490564188276037427e+00,7.845185270433906233e+00
-7.482060939534875388e+00,6.591545855416588218e+00
-9.116706225846741063e+00,-5.277489920282411262e+00
-7.925777017572332994e+00,8.105032156210876693e+00
-7.633837898934412003e+00,-1.648170914958827282e+00
-9.547968474616705947e+00,8.991455461161885765e+00
-9.137696199606031300e+00,-2.377804461218847365e+00
-8.095966043662347289e+00,6.037233854867741556e+00
-8.218513172663616473e+00,-2.364553966650856154e+00
